# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -1.3342816409573594e-04 +2.3111862815848094e-07 +8.9920186563179766e-04 -3.7869296055014406e-01 
+1.0000000000000001e-01 -1.3342816680773995e-04 +2.0732163999409697e-07 +9.1416566352426742e-04 -3.7870666964357735e-01 
+2.0000000000000001e-01 -1.3342816921710384e-04 +1.8311729691305263e-07 +9.2913279955326718e-04 -3.7871926823355045e-01 
+3.0000000000000004e-01 -1.3342817131792022e-04 +1.5850606709856976e-07 +9.4410313309809283e-04 -3.7873080319191665e-01 
+4.0000000000000002e-01 -1.3342817310428194e-04 +1.3348841863922476e-07 +9.5907652355346556e-04 -3.7874132138656391e-01 
+5.0000000000000000e-01 -1.3342817457028203e-04 +1.0806481977924408e-07 +9.7405283031603467e-04 -3.7875086969217803e-01 
+5.9999999999999998e-01 -1.3342817571001294e-04 +8.2235738613470056e-08 +9.8903191275931152e-04 -3.7875949497607964e-01 
+6.9999999999999996e-01 -1.3342817651756770e-04 +5.6001643257157571e-08 +1.0040136302818733e-03 -3.7876724410711482e-01 
+7.9999999999999993e-01 -1.3342817698703887e-04 +2.9363001878518925e-08 +1.0189978422668728e-03 -3.7877416395705071e-01 
+8.9999999999999991e-01 -1.3342817711251931e-04 +2.3202827305270374e-09 +1.0339844081013181e-03 -3.7878030140122659e-01 
+9.9999999999999989e-01 -1.3342817688810182e-04 -2.5126046215669340e-08 +1.0489731871837868e-03 -3.7878570330169042e-01 
+1.0999999999999999e+00 -1.3342817630787888e-04 -5.2975516664008697e-08 +1.0639640388858621e-03 -3.7879041653631040e-01 
+1.2000000000000000e+00 -1.3342817536594336e-04 -8.1227660426559865e-08 +1.0789568226041932e-03 -3.7879448797763698e-01 
+1.3000000000000000e+00 -1.3342817405638782e-04 -1.0988200948506333e-07 +1.0939513977200042e-03 -3.7879796449020253e-01 
+1.4000000000000001e+00 -1.3342817237330505e-04 -1.3893809559628438e-07 +1.1089476236260882e-03 -3.7880089294982677e-01 
+1.5000000000000002e+00 -1.3342817031078750e-04 -1.6839545062174782e-07 +1.1239453596921002e-03 -3.7880332022622759e-01 
+1.6000000000000003e+00 -1.3342816786292790e-04 -1.9825360633211269e-07 +1.1389444653185457e-03 -3.7880529319487666e-01 
+1.7000000000000004e+00 -1.3342816502381891e-04 -2.2851209468244203e-07 +1.1539447998885769e-03 -3.7880685872126452e-01 
+1.8000000000000005e+00 -1.3342816178755294e-04 -2.5917044740726683e-07 +1.1689462227718491e-03 -3.7880806368321679e-01 
+1.9000000000000006e+00 -1.3342815814822279e-04 -2.9022819634075473e-07 +1.1839485933727240e-03 -3.7880895495215072e-01 
+2.0000000000000004e+00 -1.3342815409992084e-04 -3.2168487341002515e-07 +1.1989517710570005e-03 -3.7880957939512655e-01 
+2.1000000000000005e+00 -1.3342814963673955e-04 -3.5354001036644123e-07 +1.2139556152136154e-03 -3.7880998388940296e-01 
+2.2000000000000006e+00 -1.3342814475277175e-04 -3.8579313900511372e-07 +1.2289599852334330e-03 -3.7881021530896974e-01 
+2.3000000000000007e+00 -1.3342813944210966e-04 -4.1844379132877649e-07 +1.2439647404822525e-03 -3.7881032051696378e-01 
+2.4000000000000008e+00 -1.3342813369884591e-04 -4.5149149895564217e-07 +1.2589697403586513e-03 -3.7881034639731287e-01 
+2.5000000000000009e+00 -1.3342812751707613e-04 -4.8493579605997612e-07 +1.2739748449129248e-03 -3.7881033959171345e-01 
+2.6000000000000010e+00 -1.3342812089113453e-04 -5.1877638232699124e-07 +1.2889799638724812e-03 -3.7881033018963894e-01 
+2.7000000000000011e+00 -1.3342811381575109e-04 -5.5301323228339189e-07 +1.3039850894591232e-03 -3.7881032078981780e-01 
+2.8000000000000012e+00 -1.3342810628569316e-04 -5.8764634652927974e-07 +1.3189902216612821e-03 -3.7881031138952159e-01 
+2.9000000000000012e+00 -1.3342809829572841e-04 -6.2267572562564958e-07 +1.3339953605020956e-03 -3.7881030198859711e-01 
+3.0000000000000013e+00 -1.3342808984062373e-04 -6.5810137010159619e-07 +1.3490005059507131e-03 -3.7881029258841331e-01 
+3.1000000000000014e+00 -1.3342808091514689e-04 -6.9392328056414607e-07 +1.3640056580341291e-03 -3.7881028318606885e-01 
+3.2000000000000015e+00 -1.3342807151398749e-04 -7.3014151129167667e-07 +1.3790108005924350e-03 -3.7881026840557985e-01 
+3.3000000000000016e+00 -1.3342806163112425e-04 -7.6675661057319784e-07 +1.3940157693232663e-03 -3.7881019347436107e-01 
+3.4000000000000017e+00 -1.3342805126015332e-04 -8.0376939232596630e-07 +1.4090203202334083e-03 -3.7880997705992242e-01 
+3.5000000000000018e+00 -1.3342804039466715e-04 -8.4118067287535473e-07 +1.4240242085738080e-03 -3.7880953758082053e-01 
+3.6000000000000019e+00 -1.3342802902825817e-04 -8.7899126864722259e-07 +1.4390271895799865e-03 -3.7880879345121049e-01 
+3.7000000000000020e+00 -1.3342801715451888e-04 -9.1720199603085637e-07 +1.4540290185048189e-03 -3.7880766308659897e-01 
+3.8000000000000020e+00 -1.3342800476704166e-04 -9.5581367147489406e-07 +1.4690294505876826e-03 -3.7880606489926649e-01 
+3.9000000000000021e+00 -1.3342799185941882e-04 -9.9482711138433397e-07 +1.4840282410660275e-03 -3.7880391730389118e-01 
+4.0000000000000018e+00 -1.3342797842524283e-04 -1.0342431321770925e-06 +1.4990251451850155e-03 -3.7880113871366838e-01 
+4.1000000000000014e+00 -1.3342796445810605e-04 -1.0740625502494244e-06 +1.5140199181878807e-03 -3.7879764754392953e-01 
+4.2000000000000011e+00 -1.3342794995160084e-04 -1.1142861820599391e-06 +1.5290123153159291e-03 -3.7879336220569204e-01 
+4.3000000000000007e+00 -1.3342793489931935e-04 -1.1549148439747336e-06 +1.5440020917988977e-03 -3.7878820111533285e-01 
+4.4000000000000004e+00 -1.3342805949248431e-04 -1.2933088179676672e-06 +1.5881968425254449e-03 -3.6904613613469472e-01 
+4.5000000000000000e+00 -1.3342892501802943e-04 -1.9470337408527510e-06 +1.7868657688680750e-03 -3.0781060363328105e-01 
+4.5999999999999996e+00 -1.3342966469212357e-04 -2.1016254568808291e-06 +2.0696280237748311e-03 -2.5244880820350363e-01 
+4.6999999999999993e+00 -1.3342970317125596e-04 -1.4362386750320552e-06 +2.3774754235377274e-03 -2.2493432236222577e-01 
+4.7999999999999989e+00 -1.3342856306109528e-04 +2.5480071952077978e-07 +2.6748767496678921e-03 -2.3736714181551138e-01 
+4.8999999999999986e+00 -1.3342532657834643e-04 +3.2738171732895707e-06 +2.9007237026017108e-03 -3.0654234087739901e-01 
+4.9999999999999982e+00 -1.3341868561789560e-04 +7.3700062247793951e-06 +2.9636685500514606e-03 -4.2271622893990202e-01 
+5.0999999999999979e+00 -1.3340889560390206e-04 +1.1694779729004591e-05 +2.8695718493846221e-03 -5.4595288501870964e-01 
