# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -2.6647909368565843e-04 +4.6158382662884419e-07 +1.7958614646124856e-03 -7.5631526219714562e-01 
+1.0000000000000001e-01 -2.6647909910199898e-04 +4.1405713016532813e-07 +1.8257467540155449e-03 -7.5634264160920472e-01 
+2.0000000000000001e-01 -2.6647910391391482e-04 +3.6571687568247638e-07 +1.8556387102629623e-03 -7.5636780316083008e-01 
+3.0000000000000004e-01 -2.6647910810960815e-04 +3.1656399800707312e-07 +1.8855370525220994e-03 -7.5639084045342497e-01 
+4.0000000000000002e-01 -2.6647911167728116e-04 +2.6659943227139917e-07 +1.9154414999487488e-03 -7.5641184710155385e-01 
+5.0000000000000000e-01 -2.6647911460513655e-04 +2.1582411331393217e-07 +1.9453517717565479e-03 -7.5643091670749329e-01 
+5.9999999999999998e-01 -2.6647911688137618e-04 +1.6423897611351473e-07 +1.9752675870935766e-03 -7.5644814287848539e-01 
+6.9999999999999996e-01 -2.6647911849420248e-04 +1.1184495555530002e-07 +2.0051886651349096e-03 -7.5646361922029426e-01 
+7.9999999999999993e-01 -2.6647911943181754e-04 +5.8642986866899576e-08 +2.0351147250556212e-03 -7.5647743935219092e-01 
+8.9999999999999991e-01 -2.6647911968242377e-04 +4.6340047600462080e-09 +2.0650454860423541e-03 -7.5648969687008860e-01 
+9.9999999999999989e-01 -2.6647911923422299e-04 -5.0181055582459141e-08 +2.0949806672470451e-03 -7.5650048539474268e-01 
+1.0999999999999999e+00 -2.6647911807541774e-04 -1.0580125925734621e-07 +2.1249199878640500e-03 -7.5650989852947403e-01 
+1.2000000000000000e+00 -2.6647911619420971e-04 -1.6222567120519181e-07 +2.1548631670453050e-03 -7.5651802988789041e-01 
+1.3000000000000000e+00 -2.6647911357880090e-04 -2.1945335645830710e-07 +2.1848099239543152e-03 -7.5652497307985200e-01 
+1.4000000000000001e+00 -2.6647911021739383e-04 -2.7748338016097348e-07 +2.2147599777931500e-03 -7.5653082170719776e-01 
+1.5000000000000002e+00 -2.6647910609819010e-04 -3.3631480715707405e-07 +2.2447130477060324e-03 -7.5653566938972483e-01 
+1.6000000000000003e+00 -2.6647910120939153e-04 -3.9594670249083134e-07 +2.2746688528564678e-03 -7.5653960973467738e-01 
+1.7000000000000004e+00 -2.6647909553920032e-04 -4.5637813115482376e-07 +2.3046271124272434e-03 -7.5654273635522906e-01 
+1.8000000000000005e+00 -2.6647908907581814e-04 -5.1760815813158676e-07 +2.3345875455664388e-03 -7.5654514286219776e-01 
+1.9000000000000006e+00 -2.6647908180744691e-04 -5.7963584842675494e-07 +2.3645498714491282e-03 -7.5654692286640157e-01 
+2.0000000000000004e+00 -2.6647907372228855e-04 -6.4246026707733566e-07 +2.3945138092426742e-03 -7.5654816997700403e-01 
+2.1000000000000005e+00 -2.6647906480854446e-04 -7.0608047896420589e-07 +2.4244790780951560e-03 -7.5654897781345420e-01 
+2.2000000000000006e+00 -2.6647905505441683e-04 -7.7049554910379481e-07 +2.4544453971893604e-03 -7.5654943998369262e-01 
+2.3000000000000007e+00 -2.6647904444810722e-04 -8.3570454253037631e-07 +2.4844124856772246e-03 -7.5654965009984820e-01 
+2.4000000000000008e+00 -2.6647903297781706e-04 -9.0170652412979608e-07 +2.5143800627068277e-03 -7.5654970177892800e-01 
+2.5000000000000009e+00 -2.6647902063175495e-04 -9.6850056350196438e-07 +2.5443478488299505e-03 -7.5654968817562140e-01 
+2.6000000000000010e+00 -2.6647900739860459e-04 -1.0360860607757494e-06 +2.5743156637135071e-03 -7.5654966938873802e-01 
+2.7000000000000011e+00 -2.6647899326784157e-04 -1.1044629651935078e-06 +2.6042834918512353e-03 -7.5654965060230772e-01 
+2.8000000000000012e+00 -2.6647897822901505e-04 -1.1736312778005803e-06 +2.6342513332161407e-03 -7.5654963181968182e-01 
+2.9000000000000012e+00 -2.6647896227167457e-04 -1.2435909998749794e-06 +2.6642191878082228e-03 -7.5654961303200519e-01 
+3.0000000000000013e+00 -2.6647894538536982e-04 -1.3143421323133313e-06 +2.6941870556390513e-03 -7.5654959424925361e-01 
+3.1000000000000014e+00 -2.6647892755965024e-04 -1.3858846763852925e-06 +2.7241549367047696e-03 -7.5654957546423107e-01 
+3.2000000000000015e+00 -2.6647890878391071e-04 -1.4582187406816636e-06 +2.7541227987742558e-03 -7.5654954592932977e-01 
+3.3000000000000016e+00 -2.6647888904612514e-04 -1.5313454199202089e-06 +2.7840903136746899e-03 -7.5654939627115736e-01 
+3.4000000000000017e+00 -2.6647886833350423e-04 -1.6052663398365252e-06 +2.8140569941253481e-03 -7.5654896404333849e-01 
+3.5000000000000018e+00 -2.6647884663325103e-04 -1.6799831306575064e-06 +2.8440223513184052e-03 -7.5654808632103521e-01 
+3.6000000000000019e+00 -2.6647882393256850e-04 -1.7554974229777116e-06 +2.8739858964228985e-03 -7.5654660015918707e-01 
+3.7000000000000020e+00 -2.6647880021865946e-04 -1.8318108474532137e-06 +2.9039471406155769e-03 -7.5654434261090009e-01 
+3.8000000000000020e+00 -2.6647877547872703e-04 -1.9089250344228393e-06 +2.9339055950847585e-03 -7.5654115074331763e-01 
+3.9000000000000021e+00 -2.6647874969997404e-04 -1.9868416144217408e-06 +2.9638607709956241e-03 -7.5653686161547384e-01 
+4.0000000000000018e+00 -2.6647872286960332e-04 -2.0655622180550501e-06 +2.9938121795287792e-03 -7.5653131228117343e-01 
+4.1000000000000014e+00 -2.6647869497481788e-04 -2.1450884758628545e-06 +3.0237593318609732e-03 -7.5652433979701006e-01 
+4.2000000000000011e+00 -2.6647866600282028e-04 -2.2254220182593835e-06 +3.0537017391573862e-03 -7.5651578122794605e-01 
+4.3000000000000007e+00 -2.6647863594081336e-04 -2.3065644757872058e-06 +3.0836389125947681e-03 -7.5650547362935427e-01 
+4.4000000000000004e+00 -2.6647888477500191e-04 -2.5829612306623949e-06 +3.1719034887931303e-03 -7.3704887889667714e-01 
+4.5000000000000000e+00 -2.6648061337905044e-04 -3.8885628448483948e-06 +3.5686796583854694e-03 -6.1475094094470517e-01 
+4.5999999999999996e+00 -2.6648209063598164e-04 -4.1973091424002433e-06 +4.1334047417172200e-03 -5.0418387218352134e-01 
+4.6999999999999993e+00 -2.6648216748535009e-04 -2.8684166775165645e-06 +4.7482291831213459e-03 -4.4923269482763267e-01 
+4.7999999999999989e+00 -2.6647989048826523e-04 +5.0888121439416704e-07 +5.3421910060961995e-03 -4.7406318649584833e-01 
+4.8999999999999986e+00 -2.6647342667309755e-04 +6.5383786260670487e-06 +5.7932463901973572e-03 -6.1221800903406065e-01 
+4.9999999999999982e+00 -2.6646016352774142e-04 +1.4719175824686905e-05 +5.9189581232733379e-03 -8.4423733384474908e-01 
+5.0999999999999979e+00 -2.6644061117858550e-04 +2.3356495639487546e-05 +5.7310307625910968e-03 -1.0903622253501142e+00 
+5.1999999999999975e+00 -2.6641445881206774e-04 +3.1470051885081201e-05 +5.2141540082600059e-03 -1.3046256429749512e+00 
+5.2999999999999972e+00 -2.6638079769698213e-04 +3.7591652700506042e-05 +4.3281899633806275e-03 -1.4179822710803458e+00 
+5.3999999999999968e+00 -2.6633891449533051e-04 +3.8886068618262859e-05 +3.1168038369136703e-03 -1.3046568581883462e+00 
+5.4999999999999964e+00 -2.6629294811622198e-04 +3.6349066556027251e-05 +1.8780993434576411e-03 -1.0269993262276300e+00 
+5.5999999999999961e+00 -2.6624466353386149e-04 +3.0813122009087408e-05 +7.8214271646614010e-04 -6.4295750766593163e-01 
+5.6999999999999957e+00 -2.6619600650820940e-04 +2.3283344492254737e-05 +3.5987371254022410e-05 -2.2520511842870236e-01 
+5.7999999999999954e+00 -2.6615299234298602e-04 +1.9858336400476243e-05 +3.6989755863374928e-04 -1.7706032006972375e-01 
+5.8999999999999950e+00 -2.6611058714650206e-04 +1.7015503026006912e-05 +7.3299489358740930e-04 -1.4795706222323468e-01 
+5.9999999999999947e+00 -2.6606860959211539e-04 +1.4602830664250416e-05 +1.0855317779012682e-03 -1.2438538863623193e-01 
+6.0999999999999943e+00 -2.6602706880811969e-04 +1.2601311934786620e-05 +1.4276182268898757e-03 -1.0613371271216744e-01 
+6.1999999999999940e+00 -2.6598597288124924e-04 +1.0991963844389150e-05 +1.7593265183264276e-03 -9.2990367212166122e-02 
+6.2999999999999936e+00 -2.6594532885795765e-04 +9.7558303663563655e-06 +2.0806911967387060e-03 -8.4743605658176069e-02 
+6.3999999999999932e+00 -2.6590514274577937e-04 +8.8739850296902555e-06 +2.3917090803234594e-03 -8.1181604656217599e-02 
+6.4999999999999929e+00 -2.6586541951476961e-04 +8.3275335164568637e-06 +2.6923392701668665e-03 -8.2092467034218755e-02 
+6.5999999999999925e+00 -2.6582616309902803e-04 +8.0976162659285508e-06 +2.9825031621721308e-03 -8.7264225738513584e-02 
+6.6999999999999922e+00 -2.6578737639830111e-04 +8.1654110890709099e-06 +3.2620844613124398e-03 -9.6484848663745557e-02 
+6.7999999999999918e+00 -2.6574906127966604e-04 +8.5121357897475399e-06 +3.5309291984368077e-03 -1.0954224423113489e-01 
