fieldmap_name:          LI-Spect
timestamp:              2018-11-26_15-59-00
filename:               2018-11-26_LI-Spect
nr_magnets:             1

magnet_name:            LI-Spect
gap[mm]:                --
control_gap[mm]:        --
magnet_length[mm]:      800.0
current_main[A]:        4.15
NI_main[A.esp]:         --
center_pos_z[mm]:       0
center_pos_x[mm]:       0
rotation[deg]:          0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
---------------------------------------------------------------------------------------------
-120.000	0.000	-720.000	0.0000000000e+00 2.7683854779e-04 0.0000000000e+00
-110.000	0.000	-720.000	0.0000000000e+00 2.7533132640e-04 0.0000000000e+00
-100.000	0.000	-720.000	0.0000000000e+00 2.7403628666e-04 0.0000000000e+00
-90.000	0.000	-720.000	0.0000000000e+00 2.7297903671e-04 0.0000000000e+00
-80.000	0.000	-720.000	0.0000000000e+00 2.7265344762e-04 0.0000000000e+00
-70.000	0.000	-720.000	0.0000000000e+00 2.7214128501e-04 0.0000000000e+00
-60.000	0.000	-720.000	0.0000000000e+00 2.7161814749e-04 0.0000000000e+00
-50.000	0.000	-720.000	0.0000000000e+00 2.7202421927e-04 0.0000000000e+00
-40.000	0.000	-720.000	0.0000000000e+00 2.7098891914e-04 0.0000000000e+00
-30.000	0.000	-720.000	0.0000000000e+00 2.7054626432e-04 0.0000000000e+00
-20.000	0.000	-720.000	0.0000000000e+00 2.7000849358e-04 0.0000000000e+00
-10.000	0.000	-720.000	0.0000000000e+00 2.6941218997e-04 0.0000000000e+00
-0.000	0.000	-720.000	0.0000000000e+00 2.7040359045e-04 0.0000000000e+00
10.000	0.000	-720.000	0.0000000000e+00 2.6850127218e-04 0.0000000000e+00
20.000	0.000	-720.000	0.0000000000e+00 2.6874272027e-04 0.0000000000e+00
30.000	0.000	-720.000	0.0000000000e+00 2.6898782666e-04 0.0000000000e+00
40.000	0.000	-720.000	0.0000000000e+00 2.6967558788e-04 0.0000000000e+00
50.000	0.000	-720.000	0.0000000000e+00 2.6969753771e-04 0.0000000000e+00
60.000	0.000	-720.000	0.0000000000e+00 2.7053163110e-04 0.0000000000e+00
70.000	0.000	-720.000	0.0000000000e+00 2.7105111032e-04 0.0000000000e+00
80.000	0.000	-720.000	0.0000000000e+00 2.7089380323e-04 0.0000000000e+00
90.000	0.000	-720.000	0.0000000000e+00 2.7162546410e-04 0.0000000000e+00
100.000	0.000	-720.000	0.0000000000e+00 2.7164741392e-04 0.0000000000e+00
110.000	0.000	-720.000	0.0000000000e+00 2.7170228849e-04 0.0000000000e+00
120.000	0.000	-720.000	0.0000000000e+00 2.7304122788e-04 0.0000000000e+00
-120.000	0.000	-718.000	0.0000000000e+00 2.7135840788e-04 0.0000000000e+00
-110.000	0.000	-718.000	0.0000000000e+00 2.6955120553e-04 0.0000000000e+00
-100.000	0.000	-718.000	0.0000000000e+00 2.6811715022e-04 0.0000000000e+00
-90.000	0.000	-718.000	0.0000000000e+00 2.6819397462e-04 0.0000000000e+00
-80.000	0.000	-718.000	0.0000000000e+00 2.6653310444e-04 0.0000000000e+00
-70.000	0.000	-718.000	0.0000000000e+00 2.6619654043e-04 0.0000000000e+00
