-5.800000000000000000e+02	7.749259663302672540e-05	2.705462643150708963e-04	2.044125528793269090e-04	2.981016205942143597e-12	5.503014558977180148e-13	8.928303828785558166e-13
-5.780000000000000000e+02	7.776758809732472035e-05	2.698731363141875406e-04	2.046678269544152478e-04	3.125354688934026327e-12	1.611228312107468697e-12	2.042201820950685355e-13
-5.760000000000000000e+02	7.731293554299168932e-05	2.691780584868725345e-04	2.046021850493966675e-04	1.203844368783189911e-13	4.178486511547725593e-12	9.242229067379216632e-14
-5.740000000000000000e+02	7.769425704018348173e-05	2.682964071370266281e-04	2.046094785943988314e-04	1.845348737636106891e-13	1.238178275769918646e-12	4.921537611481738909e-14
-5.720000000000000000e+02	7.785558536588951480e-05	2.676013293089831466e-04	2.044089061068252850e-04	1.747075727939337253e-12	1.631202216803140183e-13	2.271063446505325986e-13
-5.700000000000000000e+02	7.758426045446495595e-05	2.668001606541555945e-04	2.046787672719181141e-04	7.889138833976102934e-12	2.717538053815010474e-14	1.038046122279067114e-12
-5.680000000000000000e+02	7.715160721722771919e-05	2.663392143046094712e-04	2.046605334094132736e-04	6.901222105942963477e-12	1.087015221526321627e-13	1.491313660324495327e-13
-5.660000000000000000e+02	7.726160380297775459e-05	2.658965594767377281e-04	2.046714737269161670e-04	4.197349436374377793e-12	4.680279913184381971e-13	1.687770099959531909e-13
-5.640000000000000000e+02	7.729093622584306731e-05	2.647112688626218841e-04	2.049668622994637690e-04	2.952557980217519802e-12	1.500760390219432732e-13	1.026839328815428695e-13
-5.620000000000000000e+02	7.747426386873843419e-05	2.638442507276309891e-04	2.048720462144547479e-04	2.623343397733989655e-13	3.328984115924220339e-13	1.342182294291710762e-12
-5.600000000000000000e+02	7.804991266728523655e-05	2.628565085479186254e-04	2.053789475919332898e-04	8.257662620335135409e-15	6.793845134539904285e-13	4.107357315261714275e-13
-5.580000000000000000e+02	7.770525669875489249e-05	2.621760639348507185e-04	2.054919975394052197e-04	1.597550613880190377e-12	5.503014558977894035e-13	4.219425249900806974e-14
