-5.800000000000000000e+02	7.885655429545300737e-05	2.694121899655829385e-04	2.037233128763722451e-04	1.682174594452151250e-12	8.829281136849034876e-13	1.361287851823188989e-12
-5.780000000000000000e+02	7.844590037571231309e-05	2.686585792683537314e-04	2.039275321365398438e-04	2.702576011801816045e-12	6.114460621084964194e-14	1.685339711015404471e-12
-5.760000000000000000e+02	7.824423996865594033e-05	2.680000844840578879e-04	2.043031497042758300e-04	2.113961630806597612e-12	3.913254797493615512e-14	5.839009437819201703e-13
-5.740000000000000000e+02	7.789591744731329563e-05	2.671696493945628528e-04	2.043870254718156763e-04	4.437640594111601319e-12	1.201763265848949142e-12	9.084253786021301923e-13
-5.720000000000000000e+02	7.840556829430320965e-05	2.665038380008922223e-04	2.045183092818686932e-04	2.840089980231474960e-12	6.528885174296095505e-14	1.439060298029407082e-12
-5.700000000000000000e+02	7.859256248991823210e-05	2.654209799094577114e-04	2.044563141493451234e-04	6.265518574468139960e-12	3.049757080895091003e-13	6.886777115874425161e-13
-5.680000000000000000e+02	7.825523962722333955e-05	2.650770992991769641e-04	2.043943190168189244e-04	4.577952613511665103e-12	6.793845134517695159e-17	2.646693559952399572e-12
-5.660000000000000000e+02	7.848623245712038653e-05	2.642503225124357563e-04	2.044344335143360840e-04	8.943116862972232253e-12	2.527989774562260489e-13	8.318006160639538144e-13
-5.640000000000000000e+02	7.832123757862608144e-05	2.634528121601929502e-04	2.045803044143898236e-04	1.995556303151353273e-12	2.225731604526806248e-12	9.560204954210170015e-13
-5.620000000000000000e+02	7.874655770981914423e-05	2.628162671998424647e-04	2.044636076943480462e-04	1.395544982837148738e-12	2.452578093568423641e-14	1.026839328815120219e-13
-5.600000000000000000e+02	7.855589696136811777e-05	2.619126660200320894e-04	2.048064043094451124e-04	4.299512419371508804e-12	5.503014558977894035e-13	1.620934404000964233e-13
-5.580000000000000000e+02	7.875022426267371521e-05	2.612102715802905382e-04	2.050653251569666891e-04	2.295766698745156544e-13	2.959398940605855076e-13	1.361287851823301071e-12
-5.560000000000000000e+02	7.872455839269140666e-05	2.604932439227160518e-04	2.052184896019585705e-04	9.342077984281975564e-13	6.524808867213338232e-13	1.004830806711875694e-12
-5.540000000000000000e+02	7.857422972564329013e-05	2.594433105663656366e-04	2.051674347869629933e-04	1.835521436666290255e-12	1.528615155271241049e-14	7.585513937258655827e-13
-5.520000000000000000e+02	7.912787920664898929e-05	2.588506652568827067e-04	2.050470912944666192e-04	5.086242458109211967e-12	1.500760390220178679e-13	4.921537611481738909e-14
-5.500000000000000000e+02	7.880888910834595636e-05	2.581263209894198466e-04	2.054482362694170919e-04	4.265321601414437609e-12	8.322460289814717296e-14	3.597650745073229929e-13
