# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 +3.8564862177830532e-05 +1.6079169524688652e-05 -3.2317234552448981e-04 -1.0951098242075591e-03 
+1.0000000000000001e-01 +3.8596285858026622e-05 +1.6097485550596297e-05 -3.2381641232416422e-04 -9.6668621667654598e-04 
+2.0000000000000001e-01 +3.8627734890208435e-05 +1.6116039478296008e-05 -3.2408407568318718e-04 -8.1891966318444365e-04 
+3.0000000000000004e-01 +3.8659209319922083e-05 +1.6135513990958821e-05 -3.2396016966825865e-04 -6.7319213895340204e-04 
+4.0000000000000002e-01 +3.8690709498062830e-05 +1.6156428132691194e-05 -3.2344445710895788e-04 -5.4408052824316856e-04 
+5.0000000000000000e-01 +3.8722236408612948e-05 +1.6179108559311709e-05 -3.2259000631929620e-04 -4.4447793873954257e-04 
+5.9999999999999998e-01 +3.8753791482245574e-05 +1.6203683479685114e-05 -3.2148986082473620e-04 -3.8634019069313890e-04 
+6.9999999999999996e-01 +3.8785376180549088e-05 +1.6230073939404359e-05 -3.2023584861557889e-04 -3.7564075112907127e-04 
+7.9999999999999993e-01 +3.8816991773779363e-05 +1.6257964108192627e-05 -3.1891131007633978e-04 -4.0940525902840306e-04 
+8.9999999999999991e-01 +3.8848639434554349e-05 +1.6286950038169647e-05 -3.1759607235108775e-04 -4.8072325164081090e-04 
+9.9999999999999989e-01 +3.8880320268650671e-05 +1.6316594841395458e-05 -3.1636663388184843e-04 -5.8054473861828785e-04 
+1.0999999999999999e+00 +3.8912035217155143e-05 +1.6346419394454446e-05 -3.1529064397680187e-04 -6.9719472890786554e-04 
+1.2000000000000000e+00 +3.8943785015958592e-05 +1.6375931704086547e-05 -3.1442431518590585e-04 -8.1776434201169719e-04 
+1.3000000000000000e+00 +3.8975570486606684e-05 +1.6404596871993407e-05 -3.1382843253036910e-04 -9.2669120697349780e-04 
+1.4000000000000001e+00 +3.9007392281380598e-05 +1.6432018782287542e-05 -3.1355720560014081e-04 -1.0139523950882449e-03 
+1.5000000000000002e+00 +3.9039250353648033e-05 +1.6458098379541029e-05 -3.1361681052769581e-04 -1.0778607272702396e-03 
+1.6000000000000003e+00 +3.9071144234519415e-05 +1.6482930198309017e-05 -3.1397744962000616e-04 -1.1184352061029694e-03 
+1.7000000000000004e+00 +3.9103073391196652e-05 +1.6506788819554907e-05 -3.1460851557860950e-04 -1.1405355732243827e-03 
+1.8000000000000005e+00 +3.9135037298467575e-05 +1.6530046255607515e-05 -3.1548198521245648e-04 -1.1526904222488004e-03 
+1.9000000000000006e+00 +3.9167035337785452e-05 +1.6553067265715725e-05 -3.1656209086936628e-04 -1.1642507464930901e-03 
+2.0000000000000004e+00 +3.9199066791678391e-05 +1.6576175080717863e-05 -3.1780809133104130e-04 -1.1833206192660556e-03 
+2.1000000000000005e+00 +3.9231130954751042e-05 +1.6599699819752605e-05 -3.1917973740992842e-04 -1.2188940407130619e-03 
+2.2000000000000006e+00 +3.9263227212186450e-05 +1.6623983302455888e-05 -3.2064158619261521e-04 -1.2810627999859886e-03 
+2.3000000000000007e+00 +3.9295354713265199e-05 +1.6649448438896449e-05 -3.2214519713211193e-04 -1.3842819631103200e-03 
+2.4000000000000008e+00 +3.9327512606061200e-05 +1.6676430684484045e-05 -3.2363883847438357e-04 -1.5396460770305902e-03 
+2.5000000000000009e+00 +3.9359700701267612e-05 +1.6704866060032637e-05 -3.2510098710618606e-04 -1.7412527425887123e-03 
+2.6000000000000010e+00 +3.9391919078569350e-05 +1.6734475828677102e-05 -3.2652276538679338e-04 -1.9758080429856475e-03 
+2.7000000000000011e+00 +3.9424167882834662e-05 +1.6764814725760629e-05 -3.2789659073663359e-04 -2.2258044618032767e-03 
+2.8000000000000012e+00 +3.9456447381298189e-05 +1.6795463990702699e-05 -3.2921233940595110e-04 -2.4760071578536591e-03 
+2.9000000000000012e+00 +3.9488757910553801e-05 +1.6826036893344016e-05 -3.3046308332906432e-04 -2.7117967533152464e-03 
+3.0000000000000013e+00 +3.9521099791328843e-05 +1.6856119996340361e-05 -3.3164231060372725e-04 -2.9169681061405736e-03 
+3.1000000000000014e+00 +3.9553473312067042e-05 +1.6885280348149123e-05 -3.3274275999943108e-04 -3.0741381563982218e-03 
+3.2000000000000015e+00 +3.9585878666492851e-05 +1.6913072497474629e-05 -3.3375294944523092e-04 -3.1651078685463784e-03 
+3.3000000000000016e+00 +3.9618316161648937e-05 +1.6939003114394957e-05 -3.3466860356750721e-04 -3.1692256760502023e-03 
+3.4000000000000017e+00 +3.9650786123389991e-05 +1.6962631595424853e-05 -3.3548960877257371e-04 -3.0680180572146411e-03 
+3.5000000000000018e+00 +3.9683288388953722e-05 +1.6983860077691928e-05 -3.3620041545126138e-04 -2.8593001410083287e-03 
+3.6000000000000019e+00 +3.9715822610601613e-05 +1.7002828203669590e-05 -3.3678807426943552e-04 -2.5522041155021536e-03 
+3.7000000000000020e+00 +3.9748388370110336e-05 +1.7019851566159413e-05 -3.3723973659786259e-04 -2.1606212725006312e-03 
+3.8000000000000020e+00 +3.9780985147332230e-05 +1.7035250338261655e-05 -3.3754718970634525e-04 -1.6968083641920434e-03 
+3.9000000000000021e+00 +3.9813612488692509e-05 +1.7049379034644971e-05 -3.3770623446070796e-04 -1.1748974266771570e-03 
+4.0000000000000018e+00 +3.9846270208392050e-05 +1.7062753090332666e-05 -3.3772349434099165e-04 -6.1651216879809480e-04 
+4.1000000000000014e+00 +3.9878958334823627e-05 +1.7075963771663806e-05 -3.3761560104839816e-04 -4.6886823720274510e-05 
+4.2000000000000011e+00 +3.9911677100411327e-05 +1.7089623304406029e-05 -3.3740920067925825e-04 +5.0773631644988415e-04 
+4.3000000000000007e+00 +3.9944426845153836e-05 +1.7104344791824839e-05 -3.3713556505307471e-04 +1.0210841864260471e-03 
+4.4000000000000004e+00 +3.9977207950613259e-05 +1.7120716463065086e-05 -3.3682633818302697e-04 +1.4680620576202812e-03 
+4.5000000000000000e+00 +4.0010020938153065e-05 +1.7139221372148961e-05 -3.3651639366631225e-04 +1.8285124942022640e-03 
+4.5999999999999996e+00 +4.0042866514681162e-05 +1.7160135406983560e-05 -3.3624202823255702e-04 +2.0910125880792018e-03 
+4.6999999999999993e+00 +4.0075745482729392e-05 +1.7183539372548125e-05 -3.3604336352924713e-04 +2.2500285866279531e-03 
+4.7999999999999989e+00 +4.0108658631312131e-05 +1.7209418131959315e-05 -3.3595700692607192e-04 +2.3023081515204085e-03 
+4.8999999999999986e+00 +4.0141606549769287e-05 +1.7237625411677285e-05 -3.3601140452511208e-04 +2.2501797580434663e-03 
+4.9999999999999982e+00 +4.0174589416165274e-05 +1.7267777722153035e-05 -3.3621760554854472e-04 +2.1067094580443277e-03 
+5.0999999999999979e+00 +4.0207607112059847e-05 +1.7299392040425861e-05 -3.3657228536081586e-04 +1.8895081460021082e-03 
+5.1999999999999975e+00 +4.0240659209687428e-05 +1.7331961062472504e-05 -3.3705603842622891e-04 +1.6172028424837304e-03 
+5.2999999999999972e+00 +4.0273745111508808e-05 +1.7364972250312118e-05 -3.3764097782643815e-04 +1.3085217745828623e-03 
+5.3999999999999968e+00 +4.0306864304447711e-05 +1.7397881019433090e-05 -3.3830460780720126e-04 +9.8352578213650016e-04 
+5.4999999999999964e+00 +4.0340016420126994e-05 +1.7430054986300233e-05 -3.3902968190340735e-04 +6.6687628696108332e-04 
+5.5999999999999961e+00 +4.0373200958095712e-05 +1.7460945441799396e-05 -3.3978718529738223e-04 +3.8250029924582579e-04 
+5.6999999999999957e+00 +4.0406417336700475e-05 +1.7490209986817329e-05 -3.4053552088473453e-04 +1.4886848188736592e-04 
+5.7999999999999954e+00 +4.0439665099731715e-05 +1.7517698933761150e-05 -3.4123387328531513e-04 -2.1349529657113218e-05 
