# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -6.6293315933983190e-04 +1.1483048078476899e-06 +4.4676529704642766e-03 -1.8815227089275719e+00 
+1.0000000000000001e-01 -6.6293317281432924e-04 +1.0300702306244491e-06 +4.5419999509633078e-03 -1.8815907219161518e+00 
+2.0000000000000001e-01 -6.6293318478518042e-04 +9.0981160268275324e-07 +4.6163635878333827e-03 -1.8816532174082545e+00 
+3.0000000000000004e-01 -6.6293319522303044e-04 +7.8753124336212725e-07 +4.6907431824327441e-03 -1.8817104282385322e+00 
+4.0000000000000002e-01 -6.6293320409852453e-04 +6.6323147299234069e-07 +4.7651380361813326e-03 -1.8817625872873196e+00 
+5.0000000000000000e-01 -6.6293321138230824e-04 +5.3691461173393283e-07 +4.8395474504990925e-03 -1.8818099274312841e+00 
+5.9999999999999998e-01 -6.6293321704502571e-04 +4.0858297899384395e-07 +4.9139707267596899e-03 -1.8818526815073515e+00 
+6.9999999999999996e-01 -6.6293322105732272e-04 +2.7823889503492841e-07 +4.9884071664139168e-03 -1.8818910823970723e+00 
+7.9999999999999993e-01 -6.6293322338984275e-04 +1.4588468022061427e-07 +5.0628560708200166e-03 -1.8819253629908910e+00 
+8.9999999999999991e-01 -6.6293322401322961e-04 +1.1522654295793963e-08 +5.1373167413053785e-03 -1.8819557561475315e+00 
+9.9999999999999989e-01 -6.6293322289812735e-04 -1.2484486288364365e-07 +5.2117884792899456e-03 -1.8819824947284929e+00 
+1.0999999999999999e+00 -6.6293322001517989e-04 -2.6321555087248486e-07 +5.2862705861473850e-03 -1.8820058116303287e+00 
+1.2000000000000000e+00 -6.6293321533502985e-04 -4.0358708950196348e-07 +5.3607623632050865e-03 -1.8820259397386041e+00 
+1.3000000000000000e+00 -6.6293320882832062e-04 -5.4595715919014171e-07 +5.4352631118521439e-03 -1.8820431119033210e+00 
+1.4000000000000001e+00 -6.6293320046569427e-04 -6.9032343924676482e-07 +5.5097721334005211e-03 -1.8820575610393415e+00 
+1.5000000000000002e+00 -6.6293319021779398e-04 -8.3668360947082550e-07 +5.5842887292238850e-03 -1.8820695200318796e+00 
+1.6000000000000003e+00 -6.6293317805526204e-04 -9.8503535007477861e-07 +5.6588122006496272e-03 -1.8820792217476787e+00 
+1.7000000000000004e+00 -6.6293316394873967e-04 -1.1353763404052166e-06 +5.7333418490051382e-03 -1.8820868991029922e+00 
+1.8000000000000005e+00 -6.6293314786886872e-04 -1.2877042607445932e-06 +5.8078769755869585e-03 -1.8820927849593336e+00 
+1.9000000000000006e+00 -6.6293312978629130e-04 -1.4420167904417040e-06 +5.8824168817687541e-03 -1.8820971122334813e+00 
+2.0000000000000004e+00 -6.6293310967164773e-04 -1.5983116090153867e-06 +5.9569608688007899e-03 -1.8821001138315789e+00 
+2.1000000000000005e+00 -6.6293308749557946e-04 -1.7565863968445025e-06 +6.0315082380413077e-03 -1.8821020226196736e+00 
+2.2000000000000006e+00 -6.6293306322872596e-04 -1.9168388330387545e-06 +6.1060582907097212e-03 -1.8821030715234337e+00 
+2.3000000000000007e+00 -6.6293303684172877e-04 -2.0790665973182451e-06 +6.1806103281642722e-03 -1.8821034934456990e+00 
+2.4000000000000008e+00 -6.6293300830522802e-04 -2.2432673698873452e-06 +6.2551636517014994e-03 -1.8821035212621033e+00 
+2.5000000000000009e+00 -6.6293297758987946e-04 -2.4094388406247470e-06 +6.3297175659806559e-03 -1.8821033868010153e+00 
+2.6000000000000010e+00 -6.6293294466752376e-04 -2.5775795246142335e-06 +6.4042716226042915e-03 -1.8821032394626342e+00 
+2.7000000000000011e+00 -6.6293290951197049e-04 -2.7476893018844807e-06 +6.4788257830863333e-03 -1.8821030921136350e+00 
+2.8000000000000012e+00 -6.6293287209721126e-04 -2.9197681807881961e-06 +6.5533800473496565e-03 -1.8821029447712248e+00 
+2.9000000000000012e+00 -6.6293283239723976e-04 -3.0938161701805594e-06 +6.6279344154405355e-03 -1.8821027974261115e+00 
+3.0000000000000013e+00 -6.6293279038604760e-04 -3.2698332784375897e-06 +6.7024888872972690e-03 -1.8821026500937599e+00 
+3.1000000000000014e+00 -6.6293274603762748e-04 -3.4478195148169274e-06 +6.7770434629661341e-03 -1.8821025027437819e+00 
+3.2000000000000015e+00 -6.6293269932558656e-04 -3.6277751553095977e-06 +6.8515980621739756e-03 -1.8821023286310061e+00 
