# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -1.1508199262967472e-03 +1.9934016509622427e-06 +7.7556296434213691e-03 -3.2662324922302481e+00 
+1.0000000000000001e-01 -1.1508199496878236e-03 +1.7881521387639171e-06 +7.8846924085610379e-03 -3.2663505594959283e+00 
+2.0000000000000001e-01 -1.1508199704686423e-03 +1.5793889724542615e-06 +8.0137840882637066e-03 -3.2664590486626288e+00 
+3.0000000000000004e-01 -1.1508199885882453e-03 +1.3671161788245760e-06 +8.1429034698864509e-03 -3.2665583639405145e+00 
+4.0000000000000002e-01 -1.1508200039956745e-03 +1.1513377847828532e-06 +8.2720493406320973e-03 -3.2666489095484685e+00 
+5.0000000000000000e-01 -1.1508200166399712e-03 +9.3205781798183402e-07 +8.4012204878268736e-03 -3.2667310897472146e+00 
+5.9999999999999998e-01 -1.1508200264701753e-03 +7.0928030606879978e-07 +8.5304156986427543e-03 -3.2668053087915454e+00 
+6.9999999999999996e-01 -1.1508200334353286e-03 +4.8300927567818715e-07 +8.6596337604368193e-03 -3.2668719708923302e+00 
+7.9999999999999993e-01 -1.1508200374844709e-03 +2.5324875499402731e-07 +8.7888734604427421e-03 -3.2669314803444660e+00 
+8.9999999999999991e-01 -1.1508200385666396e-03 +2.0002771390143647e-08 +8.9181335857399496e-03 -3.2669842413947370e+00 
+9.9999999999999989e-01 -1.1508200366308768e-03 -2.1672464723750941e-07 +9.0474129237780674e-03 -3.2670306583261826e+00 
+1.0999999999999999e+00 -1.1508200316262191e-03 -4.5692947442127755e-07 +9.1767102616056723e-03 -3.2670711353454931e+00 
+1.2000000000000000e+00 -1.1508200235017050e-03 -7.0060768155348492e-07 +9.3060243864255873e-03 -3.2671060767709337e+00 
+1.3000000000000000e+00 -1.1508200122063719e-03 -9.4775524130517941e-07 +9.4353540854714892e-03 -3.2671358868597453e+00 
+1.4000000000000001e+00 -1.1508199976892569e-03 -1.1983681256912737e-06 +9.5646981458536520e-03 -3.2671609699030029e+00 
+1.5000000000000002e+00 -1.1508199798993977e-03 -1.4524423081920842e-06 +9.6940553548366028e-03 -3.2671817301168096e+00 
+1.6000000000000003e+00 -1.1508199587858296e-03 -1.7099737596965352e-06 +9.8234244994997635e-03 -3.2671985718529015e+00 
+1.7000000000000004e+00 -1.1508199342975887e-03 -1.9709584530690919e-06 +9.9528043669842581e-03 -3.2672118993706323e+00 
+1.8000000000000005e+00 -1.1508199063837105e-03 -2.2353923600124895e-06 +1.0082193744431214e-02 -3.2672221169816429e+00 
+1.9000000000000006e+00 -1.1508198749932295e-03 -2.5032714537835922e-06 +1.0211591418981753e-02 -3.2672296289145897e+00 
+2.0000000000000004e+00 -1.1508198400751802e-03 -2.7745917051659121e-06 +1.0340996177684449e-02 -3.2672348395470312e+00 
+2.1000000000000005e+00 -1.1508198015785975e-03 -3.0493490866159036e-06 +1.0470406807742128e-02 -3.2672381531508603e+00 
+2.2000000000000006e+00 -1.1508197594525130e-03 -3.3275395705089720e-06 +1.0599822096079958e-02 -3.2672399740150682e+00 
+2.3000000000000007e+00 -1.1508197136459620e-03 -3.6091591288670620e-06 +1.0729240829962468e-02 -3.2672407064467732e+00 
+2.4000000000000008e+00 -1.1508196641079752e-03 -3.8942037331207808e-06 +1.0858661796314827e-02 -3.2672407547876134e+00 
+2.5000000000000009e+00 -1.1508196107876145e-03 -4.1826693752989537e-06 +1.0988083788170618e-02 -3.2672405213611464e+00 
