# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -9.1781486483171468e-04 +1.5898001284870029e-06 +6.1853570747473878e-03 -2.6049225120810076e+00 
+1.0000000000000001e-01 -9.1781488348682838e-04 +1.4261073306651086e-06 +6.2882888375387861e-03 -2.6050168130728197e+00 
+2.0000000000000001e-01 -9.1781490006016602e-04 +1.2596124529617704e-06 +6.3912435624783569e-03 -2.6051034752342024e+00 
+3.0000000000000004e-01 -9.1781491451109205e-04 +1.0903187156546635e-06 +6.4942202822468233e-03 -2.6051828209726353e+00 
+4.0000000000000002e-01 -9.1781492679897305e-04 +9.1822933894254138e-07 +6.5972180296328857e-03 -2.6052551726924631e+00 
+5.0000000000000000e-01 -9.1781493688317508e-04 +7.4334754279569897e-07 +6.7002358374098191e-03 -2.6053208527830307e+00 
+5.9999999999999998e-01 -9.1781494472306473e-04 +5.6567654792978795e-07 +6.8032727384126001e-03 -2.6053801836790202e+00 
+6.9999999999999996e-01 -9.1781495027800644e-04 +3.8521957434345221e-07 +6.9063277653219511e-03 -2.6054334877739649e+00 
+7.9999999999999993e-01 -9.1781495350736701e-04 +2.0197984221208955e-07 +7.0093999509728486e-03 -2.6054810874704648e+00 
+8.9999999999999991e-01 -9.1781495437051152e-04 +1.5960572511462398e-08 +7.1124883280768662e-03 -2.6055233052143518e+00 
+9.9999999999999989e-01 -9.1781495282680615e-04 -1.7283501501939200e-07 +7.2155919294998308e-03 -2.6055604633914982e+00 
+1.0999999999999999e+00 -9.1781494883561585e-04 -3.6440370026076792e-07 +7.3187097879224648e-03 -2.6055928844031042e+00 
+1.2000000000000000e+00 -9.1781494235630636e-04 -5.5874226220003312e-07 +7.4218409361488961e-03 -2.6056208906936136e+00 
+1.3000000000000000e+00 -9.1781493334824145e-04 -7.5584748152528389e-07 +7.5249844068598463e-03 -2.6056448046335534e+00 
+1.4000000000000001e+00 -9.1781492177078728e-04 -9.5571613697766628e-07 +7.6281392328748660e-03 -2.6056649486781716e+00 
+1.5000000000000002e+00 -9.1781490758330862e-04 -1.1583450082829725e-06 +7.7313044469363807e-03 -2.6056816452429721e+00 
+1.6000000000000003e+00 -9.1781489074517042e-04 -1.3637308756322384e-06 +7.8344790818022387e-03 -2.6056952167190532e+00 
+1.7000000000000004e+00 -9.1781487121573679e-04 -1.5718705180173436e-06 +7.9376621701685891e-03 -2.6057059855519027e+00 
+1.8000000000000005e+00 -9.1781484895437260e-04 -1.7827607155776930e-06 +8.0408527448395592e-03 -2.6057142741385464e+00 
+1.9000000000000006e+00 -9.1781482392044216e-04 -1.9963982477744182e-06 +8.1440498384958704e-03 -2.6057204049045994e+00 
+2.0000000000000004e+00 -9.1781479607330957e-04 -2.2127798940587023e-06 +8.2472524838953717e-03 -2.6057247002805606e+00 
+2.1000000000000005e+00 -9.1781476537233970e-04 -2.4319024341101428e-06 +8.3504597137959140e-03 -2.6057274826819343e+00 
+2.2000000000000006e+00 -9.1781473177689654e-04 -2.6537626477240302e-06 +8.4536705609399229e-03 -2.6057290745224835e+00 
+2.3000000000000007e+00 -9.1781469524634366e-04 -2.8783573142448258e-06 +8.5568840579926930e-03 -2.6057297982365397e+00 
+2.4000000000000008e+00 -9.1781465574004503e-04 -3.1056832131842176e-06 +8.6600992377275018e-03 -2.6057299762507711e+00 
+2.5000000000000009e+00 -9.1781461321738809e-04 -3.3357371398406046e-06 +8.7633151376069109e-03 -2.6057299294257672e+00 
+2.6000000000000010e+00 -9.1781456763939597e-04 -3.5685170277963040e-06 +8.8665311364857623e-03 -2.6057298647669906e+00 
+2.7000000000000011e+00 -9.1781451896982109e-04 -3.8040227028562901e-06 +8.9697471810080143e-03 -2.6057298000988398e+00 
+2.8000000000000012e+00 -9.1781446717266772e-04 -4.0422541688439735e-06 +9.0729632710502672e-03 -2.6057297354193558e+00 
+2.9000000000000012e+00 -9.1781441221194283e-04 -4.2832114292755633e-06 +9.1761794066433713e-03 -2.6057296707447040e+00 
