# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -1.3342816409573594e-04 +2.3111862815848094e-07 +8.9920186563179766e-04 -3.7869296055014406e-01 
+1.0000000000000001e-01 -1.3342816680774001e-04 +2.0732162490544089e-07 +9.1416563833478606e-04 -3.7870664948545230e-01 
+2.0000000000000001e-01 -1.3342816921710609e-04 +1.8311724206266860e-07 +9.2913276345232875e-04 -3.7871922791295465e-01 
+3.0000000000000004e-01 -1.3342817131792591e-04 +1.5850594664805670e-07 +9.4410310037336246e-04 -3.7873074270441337e-01 
+4.0000000000000002e-01 -1.3342817310429145e-04 +1.3348820551285565e-07 +9.5907650850417725e-04 -3.7874124072466214e-01 
+5.0000000000000000e-01 -1.3342817457029431e-04 +1.0806448568427237e-07 +9.7405284722985354e-04 -3.7875076884598635e-01 
+5.9999999999999998e-01 -1.3342817571002612e-04 +8.2235254033969029e-08 +9.8903197593547178e-04 -3.7875937393474490e-01 
+6.9999999999999996e-01 -1.3342817651757868e-04 +5.6000977560103411e-08 +1.0040137540273219e-03 -3.7876710286191584e-01 
+7.9999999999999993e-01 -1.3342817698704359e-04 +2.9362123136710183e-08 +1.0189980408885559e-03 -3.7877400249420762e-01 
+8.9999999999999991e-01 -1.3342817711251229e-04 +2.3191577813708394e-09 +1.0339846959100392e-03 -3.7878011970525749e-01 
+9.9999999999999989e-01 -1.3342817688807637e-04 -2.5127451573234731e-08 +1.0489735784807079e-03 -3.7878550136425765e-01 
+1.0999999999999999e+00 -1.3342817630782719e-04 -5.2977237932168161e-08 +1.0639645479837143e-03 -3.7879019434384364e-01 
+1.2000000000000000e+00 -1.3342817536585614e-04 -8.1229734356231744e-08 +1.0789574638060673e-03 -3.7879424551438479e-01 
+1.3000000000000000e+00 -1.3342817405625462e-04 -1.0988447382256413e-07 +1.0939521853328468e-03 -3.7879770175008548e-01 
+1.4000000000000001e+00 -1.3342817237311388e-04 -1.3894098950579520e-07 +1.1089485719472051e-03 -3.7880060991643433e-01 
+1.5000000000000002e+00 -1.3342817031052501e-04 -1.6839881423242085e-07 +1.1239464830207254e-03 -3.7880301689561213e-01 
+1.6000000000000003e+00 -1.3342816786257941e-04 -1.9825748112828518e-07 +1.1389457779519853e-03 -3.7880496955519932e-01 
+1.7000000000000004e+00 -1.3342816502336801e-04 -2.2851652318722641e-07 +1.1539463161029271e-03 -3.7880651476970578e-01 
+1.8000000000000005e+00 -1.3342816178698192e-04 -2.5917547339945927e-07 +1.1689479568567031e-03 -3.7880769941460213e-01 
+1.9000000000000006e+00 -1.3342815814751231e-04 -2.9023386479079161e-07 +1.1839505596003216e-03 -3.7880857036287247e-01 
+2.0000000000000004e+00 -1.3342815409904982e-04 -3.2169123031419621e-07 +1.1989539836860846e-03 -3.7880917449207957e-01 
+2.1000000000000005e+00 -1.3342814963568568e-04 -3.5354710304829635e-07 +1.2139580885106411e-03 -3.7880955867315985e-01 
+2.2000000000000006e+00 -1.3342814475151047e-04 -3.8580101592341796e-07 +1.2289627334301490e-03 -3.7880976978467795e-01 
+2.3000000000000007e+00 -1.3342813944061530e-04 -4.1845250188547550e-07 +1.2439677778335451e-03 -3.7880985470524203e-01 
+2.4000000000000008e+00 -1.3342813369709069e-04 -4.5150109399085420e-07 +1.2589730810750592e-03 -3.7880986030779484e-01 
+2.5000000000000009e+00 -1.3342812751503065e-04 -4.8494632749440892e-07 +1.2739785032126994e-03 -3.7880983324113571e-01 
+2.6000000000000010e+00 -1.3342812088876766e-04 -5.1878790333402730e-07 +1.2889839540066528e-03 -3.7880980358535982e-01 
+2.7000000000000011e+00 -1.3342811381303031e-04 -5.5302579734723176e-07 +1.3039894257057161e-03 -3.7880977393082288e-01 
+2.8000000000000012e+00 -1.3342810628258386e-04 -5.8766001132947231e-07 +1.3189949182848232e-03 -3.7880974427453290e-01 
+2.9000000000000012e+00 -1.3342809829219410e-04 -6.2269054700156288e-07 +1.3340004317632559e-03 -3.7880971461855606e-01 
+3.0000000000000013e+00 -1.3342808983662633e-04 -6.5811740611823842e-07 +1.3490059661313734e-03 -3.7880968496207967e-01 
+3.1000000000000014e+00 -1.3342808091064615e-04 -6.9394059038935246e-07 +1.3640115213930321e-03 -3.7880965530729904e-01 
+3.2000000000000015e+00 -1.3342807150894129e-04 -7.3016015545717089e-07 +1.3790170813863950e-03 -3.7880962026606496e-01 
+3.3000000000000016e+00 -1.3342806162548821e-04 -7.6677665100406683e-07 +1.3940224817416125e-03 -3.7880952504521137e-01 
+3.4000000000000017e+00 -1.3342805125388083e-04 -8.0379089219601044e-07 +1.4090274784384754e-03 -3.7880928830644522e-01 
+3.5000000000000018e+00 -1.3342804038770945e-04 -8.4120369662690417e-07 +1.4240318267028647e-03 -3.7880882846086616e-01 
+3.6000000000000019e+00 -1.3342802902056438e-04 -8.7901588194305957e-07 +1.4390352817548761e-03 -3.7880806391652122e-01 
+3.7000000000000020e+00 -1.3342801714603594e-04 -9.1722826595171639e-07 +1.4540375988203904e-03 -3.7880691307409298e-01 
+3.8000000000000020e+00 -1.3342800475771419e-04 -9.5584166623525257e-07 +1.4690385331117912e-03 -3.7880529434467947e-01 
+3.9000000000000021e+00 -1.3342799184918921e-04 -9.9485690057434417e-07 +1.4840378398414617e-03 -3.7880312612904965e-01 
+4.0000000000000018e+00 -1.3342797841405096e-04 -1.0342747866334756e-06 +1.4990352742179293e-03 -3.7880032683320225e-01 
+4.1000000000000014e+00 -1.3342796444588959e-04 -1.0740961420736734e-06 +1.5140305914593617e-03 -3.7879681486322203e-01 
+4.2000000000000011e+00 -1.3342794993829503e-04 -1.1143217846885235e-06 +1.5290235467742865e-03 -3.7879250861839558e-01 
+4.3000000000000007e+00 -1.3342793488485687e-04 -1.1549525322549316e-06 +1.5440138953538769e-03 -3.7878732649770291e-01 
+4.4000000000000004e+00 -1.3342805971229890e-04 -1.2935122119180439e-06 +1.5882582952674753e-03 -3.6902888595743577e-01 
+4.5000000000000000e+00 -1.3342892526508959e-04 -1.9472591962438046e-06 +1.7869337681372835e-03 -3.0779134991829304e-01 
+4.5999999999999996e+00 -1.3342966490909608e-04 -2.1017171674908863e-06 +2.0697216735060648e-03 -2.5243073170866398e-01 
+4.6999999999999993e+00 -1.3342970317057611e-04 -1.4360962212054587e-06 +2.3775748262214263e-03 -2.2492452058195203e-01 
+4.7999999999999989e+00 -1.3342856277896931e-04 +2.5512829505620529e-07 +2.6749720822007101e-03 -2.3736434773481457e-01 
+4.8999999999999986e+00 -1.3342532627750185e-04 +3.2741699382563290e-06 +2.9008263453750068e-03 -3.0653925710466262e-01 
+4.9999999999999982e+00 -1.3341868511956956e-04 +7.3704361624133769e-06 +2.9637688617507357e-03 -4.2271533450787663e-01 
+5.0999999999999979e+00 -1.3340889517522738e-04 +1.1695237334792067e-05 +2.8696843197268825e-03 -5.4595186273263896e-01 
+5.1999999999999975e+00 -1.3339580090924736e-04 +1.5757921895514722e-05 +2.6109110737305209e-03 -6.5324155786012661e-01 
+5.2999999999999972e+00 -1.3337894648207048e-04 +1.8823078719893538e-05 +2.1673075263949435e-03 -7.0999984115869386e-01 
+5.3999999999999968e+00 -1.3335797594911508e-04 +1.9471684249454596e-05 +1.5607954015657160e-03 -6.5327762701785930e-01 
+5.4999999999999964e+00 -1.3333496093461636e-04 +1.8202169789939818e-05 +9.4058003245626901e-04 -5.1428347749728498e-01 
+5.5999999999999961e+00 -1.3331078462265204e-04 +1.5430871255213726e-05 +3.9175838905406205e-04 -3.2200167511038663e-01 
+5.6999999999999957e+00 -1.3328642160664807e-04 +1.1660642416967162e-05 +1.8158494727335902e-05 -1.1282843415480254e-01 
+5.7999999999999954e+00 -1.3326488293082447e-04 +9.9449475346163716e-06 +1.8512946743128364e-04 -8.8645131583545644e-02 
