# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -9.1781486483171468e-04 +1.5898001284870029e-06 +6.1853570747473878e-03 -2.6049225120810076e+00 
+1.0000000000000001e-01 -9.1781488348682870e-04 +1.4261072268317658e-06 +6.2882886642974724e-03 -2.6050166744326795e+00 
+2.0000000000000001e-01 -9.1781490006018175e-04 +1.2596120759732212e-06 +6.3912433142084835e-03 -2.6051031979387820e+00 
+3.0000000000000004e-01 -9.1781491451113130e-04 +1.0903178871924776e-06 +6.4942200571765701e-03 -2.6051824049620906e+00 
+4.0000000000000002e-01 -9.1781492679903788e-04 +9.1822787328177329e-07 +6.5972179260829844e-03 -2.6052546179368643e+00 
+5.0000000000000000e-01 -9.1781493688325954e-04 +7.4334524510412963e-07 +6.7002359537164267e-03 -2.6053201592084463e+00 
+5.9999999999999998e-01 -9.1781494472315515e-04 +5.6567321548502353e-07 +6.8032731729118726e-03 -2.6053793512177217e+00 
+6.9999999999999996e-01 -9.1781495027808233e-04 +3.8521499593894768e-07 +6.9063286163963209e-03 -2.6054325163449028e+00 
+7.9999999999999993e-01 -9.1781495350739932e-04 +2.0197379874716195e-07 +7.0094013170201742e-03 -2.6054799770033292e+00 
+8.9999999999999991e-01 -9.1781495437046360e-04 +1.5952835796631404e-08 +7.1124903075412815e-03 -2.6055220555941387e+00 
+9.9999999999999989e-01 -9.1781495282663170e-04 -1.7284468048598112e-07 +7.2155946207174927e-03 -2.6055590745470587e+00 
+1.0999999999999999e+00 -9.1781494883526077e-04 -3.6441553846488762e-07 +7.3187132893220812e-03 -2.6055913562499811e+00 
+1.2000000000000000e+00 -9.1781494235570647e-04 -5.5875652572232122e-07 +7.4218453460666240e-03 -2.6056192231347293e+00 
+1.3000000000000000e+00 -9.1781493334732551e-04 -7.5586443029191484e-07 +7.5249898237552439e-03 -2.6056429976090647e+00 
+1.4000000000000001e+00 -9.1781492176947258e-04 -9.5573603989037137e-07 +7.6281457550686658e-03 -2.6056630021002842e+00 
+1.5000000000000002e+00 -9.1781490758150374e-04 -1.1583681419832608e-06 +7.7313121727801640e-03 -2.6056795590489288e+00 
+1.6000000000000003e+00 -9.1781489074277303e-04 -1.3637575247242933e-06 +7.8344881095396106e-03 -2.6056929908620701e+00 
+1.7000000000000004e+00 -9.1781487121263543e-04 -1.5719009756574860e-06 +7.9376725981048571e-03 -2.6057036199806003e+00 
+1.8000000000000005e+00 -9.1781484895044519e-04 -1.7827952826758287e-06 +8.0408646712029005e-03 -2.6057117688262390e+00 
+1.9000000000000006e+00 -9.1781482391555533e-04 -1.9964372329414670e-06 +8.1440633614219150e-03 -2.6057177598621957e+00 
+2.0000000000000004e+00 -9.1781479606731979e-04 -2.2128236143469317e-06 +8.2472677015351728e-03 -2.6057219155136773e+00 
+2.1000000000000005e+00 -9.1781476536509159e-04 -2.4319512149282630e-06 +8.3504767241925470e-03 -2.6057245582034509e+00 
+2.2000000000000006e+00 -9.1781473176822293e-04 -2.6538168214523561e-06 +8.4536894620284870e-03 -2.6057260104139037e+00 
+2.3000000000000007e+00 -9.1781469523606639e-04 -2.8784172222293188e-06 +8.5569049477082909e-03 -2.6057265945562995e+00 
+2.4000000000000008e+00 -9.1781465572797353e-04 -3.1057492042762763e-06 +8.6601222138972533e-03 -2.6057266331067552e+00 
+2.5000000000000009e+00 -9.1781461320331926e-04 -3.3358095710443506e-06 +8.7633402979345361e-03 -2.6057264469359165e+00 
+2.6000000000000010e+00 -9.1781456762311765e-04 -3.5685962650803008e-06 +8.8665585790760389e-03 -2.6057262429717372e+00 
+2.7000000000000011e+00 -9.1781451895110787e-04 -3.8041091208206104e-06 +8.9697770039811470e-03 -2.6057260389949533e+00 
+2.8000000000000012e+00 -9.1781446715128226e-04 -4.0423481498324541e-06 +9.0729955725418841e-03 -2.6057258350331765e+00 
+2.9000000000000012e+00 -9.1781441218763589e-04 -4.2833133648285675e-06 +9.1762142848353743e-03 -2.6057256310470658e+00 
+3.0000000000000013e+00 -9.1781435402416055e-04 -4.5270047771020479e-06 +9.2794331408153422e-03 -2.6057254270757371e+00 
+3.1000000000000014e+00 -9.1781429262485044e-04 -4.7734223990483922e-06 +9.3826521404972146e-03 -2.6057252231028638e+00 
+3.2000000000000015e+00 -9.1781422795316414e-04 -5.0225666131013906e-06 +9.4858711727264268e-03 -2.6057249820736552e+00 
+3.3000000000000016e+00 -9.1781415996766637e-04 -5.2744412003687747e-06 +9.5890891067837158e-03 -2.6057243270909591e+00 
+3.4000000000000017e+00 -9.1781408862429234e-04 -5.5290517677233477e-06 +9.6923042641981465e-03 -2.6057226986648661e+00 
+3.5000000000000018e+00 -9.1781401387895265e-04 -5.7864039399136099e-06 +9.7955149612696107e-03 -2.6057195355329141e+00 
+3.6000000000000019e+00 -9.1781393568755518e-04 -6.0465033412278110e-06 +9.8987195141437487e-03 -2.6057142764546062e+00 
+3.7000000000000020e+00 -9.1781385400600964e-04 -6.3093555966567550e-06 +1.0001916239089604e-02 -2.6057063601521371e+00 
+3.8000000000000020e+00 -9.1781376879022459e-04 -6.5749663303873704e-06 +1.0105103452329942e-02 -2.6056952253829140e+00 
+3.9000000000000021e+00 -9.1781367999610767e-04 -6.8433411673693200e-06 +1.0208279470025831e-02 -2.6056803108666853e+00 
+4.0000000000000018e+00 -9.1781358757956624e-04 -7.1144857325154413e-06 +1.0311442608307485e-02 -2.6056610553218071e+00 
+4.1000000000000014e+00 -9.1781349149650828e-04 -7.3884056505067682e-06 +1.0414591183397669e-02 -2.6056368974736022e+00 
+4.2000000000000011e+00 -9.1781339170284037e-04 -7.6651065463778168e-06 +1.0517723511426602e-02 -2.6056072760292648e+00 
+4.3000000000000007e+00 -9.1781328815446835e-04 -7.9445940452103348e-06 +1.0620837908447370e-02 -2.6055716296890097e+00 
+4.4000000000000004e+00 -9.1781414680717772e-04 -8.8977070195088463e-06 +1.0925182665243172e-02 -2.5384460723701756e+00 
+4.5000000000000000e+00 -9.1782010070169315e-04 -1.3394648887177916e-05 +1.2291815435382512e-02 -2.1172102635153136e+00 
+4.5999999999999996e+00 -9.1782518850509645e-04 -1.4457122005973323e-05 +1.4237033987383761e-02 -1.7364001189407192e+00 
+4.6999999999999993e+00 -9.1782545169526056e-04 -9.8785026736380261e-06 +1.6354669353108614e-02 -1.5471926110637575e+00 
+4.7999999999999989e+00 -9.1781760726194583e-04 +1.7549555979359810e-06 +1.8400381550600857e-02 -1.6327626819663141e+00 
+4.8999999999999986e+00 -9.1779534427740292e-04 +2.2522095080876107e-05 +1.9953969584817131e-02 -2.1085974546043644e+00 
+4.9999999999999982e+00 -9.1774966161746246e-04 +5.0699159850752186e-05 +2.0386933478352246e-02 -2.9077400587606830e+00 
+5.0999999999999979e+00 -9.1768231933997445e-04 +8.0448252384280521e-05 +1.9739752328693606e-02 -3.7554495230872562e+00 
+5.1999999999999975e+00 -9.1759224756171153e-04 +1.0839431824760614e-04 +1.7959723824084641e-02 -4.4934651958574330e+00 
+5.2999999999999972e+00 -9.1747631069110476e-04 +1.2947867111141517e-04 +1.4908299612060825e-02 -4.8838894852099504e+00 
+5.3999999999999968e+00 -9.1733206028427744e-04 +1.3394024595468238e-04 +1.0736273022975225e-02 -4.4937132876114392e+00 
+5.4999999999999964e+00 -9.1717374646315037e-04 +1.2520761187343038e-04 +6.4699856869430252e-03 -3.5376115451747143e+00 
+5.5999999999999961e+00 -9.1700744440341431e-04 +1.0614462711093410e-04 +2.6947958085249998e-03 -2.2149590232169407e+00 
+5.6999999999999957e+00 -9.1683985805922190e-04 +8.0210281886350531e-05 +1.2490706340675229e-04 -7.7611505038059991e-01 
+5.7999999999999954e+00 -9.1669169955880354e-04 +6.8408499347527533e-05 +1.2734536799935824e-03 -6.0976497144527675e-01 
+5.8999999999999950e+00 -9.1654564609914234e-04 +5.8617122703496823e-05 +2.5241094813233007e-03 -5.0952562358904474e-01 
+5.9999999999999947e+00 -9.1640106555804712e-04 +5.0307308893855147e-05 +3.7383925270068111e-03 -4.2833830510499088e-01 
+6.0999999999999943e+00 -9.1625798937723830e-04 +4.3413592457223986e-05 +4.9166816214015578e-03 -3.6547427845491531e-01 
+6.1999999999999940e+00 -9.1611644541097484e-04 +3.7870591958620090e-05 +6.0592255908170104e-03 -3.2020452925642157e-01 
+6.2999999999999936e+00 -9.1597645793044724e-04 +3.3613018877151962e-05 +7.1661432978755964e-03 -2.9179977128395779e-01 
+6.3999999999999932e+00 -9.1583804762845780e-04 +3.0575686523444699e-05 +8.2374236651288069e-03 -2.7953045439237034e-01 
+6.4999999999999929e+00 -9.1570123162437343e-04 +2.8693518984668373e-05 +9.2729257064939098e-03 -2.8266677522975703e-01 
+6.5999999999999925e+00 -9.1556602346936570e-04 +2.7901560098281854e-05 +1.0272378568254352e-02 -3.0047869083236373e-01 
+6.6999999999999922e+00 -9.1543243315191894e-04 +2.8134982455345378e-05 +1.1235381577680233e-02 -3.3223593512177957e-01 
+6.7999999999999918e+00 -9.1530046710362604e-04 +2.9329096432651557e-05 +1.2161404300888532e-02 -3.7720803826357885e-01 
+6.8999999999999915e+00 -9.1517012820526008e-04 +3.1419359250784332e-05 +1.3049786609140955e-02 -4.3466434875356669e-01 
+6.9999999999999911e+00 -9.1504141579312433e-04 +3.4341384065590470e-05 +1.3899738753641123e-02 -5.0387405861621426e-01 
+7.0999999999999908e+00 -9.1491432566567646e-04 +3.8030949084686669e-05 +1.4710341448630542e-02 -5.8410623126196504e-01 
+7.1999999999999904e+00 -9.1478885009044664e-04 +4.2424006712904476e-05 +1.5480545964109967e-02 -6.7462983222870054e-01 
+7.2999999999999901e+00 -9.1466497781121463e-04 +4.7456692729282859e-05 +1.6209174225810637e-02 -7.7471376294229999e-01 
+7.3999999999999897e+00 -9.1454269405547961e-04 +5.3065335490230107e-05 +1.6894918924636623e-02 -8.8362689718765997e-01 
+7.4999999999999893e+00 -9.1442198054220646e-04 +5.9186465160086534e-05 +1.7536343634637377e-02 -1.0006381203987071e+00 
+7.5999999999999890e+00 -9.1430281548984533e-04 +6.5756822976258280e-05 +1.8131882939109396e-02 -1.1250163720954185e+00 
+7.6999999999999886e+00 -9.1418517362463515e-04 +7.2713370534425320e-05 +1.8679842565644526e-02 -1.2560306907684549e+00 
+7.7999999999999883e+00 -9.1406902618918753e-04 +7.9993299112406763e-05 +1.9178399529939858e-02 -1.3929502620932042e+00 
+7.8999999999999879e+00 -9.1395434095134205e-04 +8.7534039012604297e-05 +1.9625602287659596e-02 -1.5350444695342249e+00 
+7.9999999999999876e+00 -9.1384108221330927e-04 +9.5273268940952740e-05 +2.0019370895336154e-02 -1.6815829481915998e+00 
+8.0999999999999872e+00 -9.1372921082108754e-04 +1.0314892541214917e-04 +2.0357497179832269e-02 -1.8318356413790247e+00 
+8.1999999999999869e+00 -9.1361868417415705e-04 +1.1109921218005402e-04 +2.0637644916055655e-02 -1.9850728599047704e+00 
+8.2999999999999865e+00 -9.1350945623545963e-04 +1.1906260970444529e-04 +2.0857350013666578e-02 -2.1405653445906636e+00 
+8.3999999999999861e+00 -9.1340147754165010e-04 +1.2697788463730535e-04 +2.1014020712253924e-02 -2.2975843311961550e+00 
+8.4999999999999858e+00 -9.1329469964570198e-04 +1.3478102151776551e-04 +2.1105861133247802e-02 -2.4550938358026531e+00 
+8.5999999999999854e+00 -9.1318910101322026e-04 +1.4238771160661823e-04 +2.1137385932409162e-02 -2.6099500030991973e+00 
+8.6999999999999851e+00 -9.1308466427117570e-04 +1.4971913351954718e-04 +2.1117344819682252e-02 -2.7584125507174901e+00 
+8.7999999999999847e+00 -9.1298135157804022e-04 +1.5672264939666094e-04 +2.1055881869386874e-02 -2.8975289584404242e+00 
+8.8999999999999844e+00 -9.1287908796149303e-04 +1.6337787707018501e-04 +2.0962455026222591e-02 -3.0256834341268384e+00 
+8.9999999999999840e+00 -9.1277775569410238e-04 +1.6968960543915944e-04 +2.0844718199061078e-02 -3.1423951757678301e+00 
+9.0999999999999837e+00 -9.1267719857863962e-04 +1.7567671251861479e-04 +2.0708355565262435e-02 -3.2478393937632122e+00 
+9.1999999999999833e+00 -9.1257722938516150e-04 +1.8136331586341556e-04 +2.0557322794373424e-02 -3.3424412034025526e+00 
+9.2999999999999829e+00 -9.1247763943930150e-04 +1.8677232539301338e-04 +2.0394334815887972e-02 -3.4265705624970413e+00 
+9.3999999999999826e+00 -9.1237820914310619e-04 +1.9192322677238203e-04 +2.0221471766629546e-02 -3.5004373444916150e+00 
+9.4999999999999822e+00 -9.1227871532519576e-04 +1.9683323377379507e-04 +2.0040587632674047e-02 -3.5641466425670338e+00 
