# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -1.7436260506705742e-04 +1.8707270983775946e-06 -8.7826945449005886e-04 -3.6640629413378280e-03 
+1.0000000000000001e-01 -1.7430049739961922e-04 +1.9008545326803315e-06 -8.8026167033634873e-04 -3.3007863811263098e-03 
+2.0000000000000001e-01 -1.7423831788468351e-04 +1.9315337226267876e-06 -8.8115980105672286e-04 -2.8766112856559731e-03 
+3.0000000000000004e-01 -1.7417606627977242e-04 +1.9647581213758406e-06 -8.8092671806129811e-04 -2.4545028233966966e-03 
+4.0000000000000002e-01 -1.7411374143571848e-04 +2.0020458424471679e-06 -8.7956952195329164e-04 -2.0777478976797452e-03 
+5.0000000000000000e-01 -1.7405134037347403e-04 +2.0443563079376543e-06 -8.7724834326092041e-04 -1.7846170347428931e-03 
+5.9999999999999998e-01 -1.7398885881199654e-04 +2.0920672576132188e-06 -8.7423685749339218e-04 -1.6101546850528069e-03 
+6.9999999999999996e-01 -1.7392629236606043e-04 +2.1449669363965551e-06 -8.7080200266777654e-04 -1.5724436186008647e-03 
+7.9999999999999993e-01 -1.7386363716557227e-04 +2.2021781240680698e-06 -8.6718732319633444e-04 -1.6641313064360466e-03 
+8.9999999999999991e-01 -1.7380088965742349e-04 +2.2625338411430039e-06 -8.6362664566936990e-04 -1.8642434209990210e-03 
+9.9999999999999989e-01 -1.7373804653709023e-04 +2.3247365995775238e-06 -8.6034198631194686e-04 -2.1438906324779063e-03 
+1.0999999999999999e+00 -1.7367510500151663e-04 +2.3873617188918114e-06 -8.5752853124656766e-04 -2.4662854297817010e-03 
+1.2000000000000000e+00 -1.7361206294748969e-04 +2.4489453515495552e-06 -8.5534256063959132e-04 -2.7909123162910775e-03 
+1.3000000000000000e+00 -1.7354891809480692e-04 +2.5079054121395651e-06 -8.5394982026058895e-04 -3.0697930875798751e-03 
+1.4000000000000001e+00 -1.7348566867943715e-04 +2.5630645103795388e-06 -8.5349581404069804e-04 -3.2710787392913917e-03 
+1.5000000000000002e+00 -1.7342231495740993e-04 +2.6141206393582620e-06 -8.5398997663230713e-04 -3.3882169803966474e-03 
+1.6000000000000003e+00 -1.7335885843173919e-04 +2.6613734868305224e-06 -8.5534185870067927e-04 -3.4221129755819873e-03 
+1.7000000000000004e+00 -1.7329530081199908e-04 +2.7056357991270485e-06 -8.5746143045939795e-04 -3.3877216068611562e-03 
+1.8000000000000005e+00 -1.7323164380641238e-04 +2.7479994532894560e-06 -8.6026428319415651e-04 -3.3110097024374296e-03 
+1.9000000000000006e+00 -1.7316788936150515e-04 +2.7895769706475250e-06 -8.6364180603510808e-04 -3.2229657848670684e-03 
+2.0000000000000004e+00 -1.7310403965100347e-04 +2.8313981666986192e-06 -8.6747306503015737e-04 -3.1527586852266322e-03 
+2.1000000000000005e+00 -1.7304009679114201e-04 +2.8745158980833722e-06 -8.7163953044983326e-04 -3.1322804972137271e-03 
+2.2000000000000006e+00 -1.7297606252184526e-04 +2.9200170765431532e-06 -8.7604276122236005e-04 -3.1966104054773734e-03 
+2.3000000000000007e+00 -1.7291193919339521e-04 +2.9692179095834693e-06 -8.8055049250979002e-04 -3.3931986104065565e-03 
+2.4000000000000008e+00 -1.7284772914580510e-04 +3.0231816897029752e-06 -8.8502149397009307e-04 -3.7597567295648091e-03 
+2.5000000000000009e+00 -1.7278343282284530e-04 +3.0818034324846659e-06 -8.8939761296674225e-04 -4.2836327353047788e-03 
+2.6000000000000010e+00 -1.7271904985103340e-04 +3.1442790190460019e-06 -8.9365190386183257e-04 -4.9264293062616727e-03 
+2.7000000000000011e+00 -1.7265457963965838e-04 +3.2093078896222199e-06 -8.9775947675216914e-04 -5.6365698792769552e-03 
+2.8000000000000012e+00 -1.7259002124964012e-04 +3.2756471864516777e-06 -9.0168951178665072e-04 -6.3678709489516571e-03 
