# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 +1.8897898885004955e-05 +7.8152674765946897e-06 -1.5642847766261615e-04 -5.2882376600716697e-04 
+1.0000000000000001e-01 +1.8913123847192792e-05 +7.8241434298485052e-06 -1.5674001889243026e-04 -4.6658512551036105e-04 
+2.0000000000000001e-01 +1.8928361074076169e-05 +7.8331352040490125e-06 -1.5686954155385950e-04 -3.9501900669531453e-04 
+3.0000000000000004e-01 +1.8943610587746872e-05 +7.8425731731526176e-06 -1.5680969413464448e-04 -3.2447243393345131e-04 
+4.0000000000000002e-01 +1.8958872557970065e-05 +7.8527085579569675e-06 -1.5656034453269163e-04 -2.6200039480586560e-04 
+5.0000000000000000e-01 +1.8974147460654481e-05 +7.8636995521859075e-06 -1.5614714045854210e-04 -2.1384434182347131e-04 
+5.9999999999999998e-01 +1.8989435987681925e-05 +7.8756083737847314e-06 -1.5561506864752054e-04 -1.8579354125997441e-04 
+6.9999999999999996e-01 +1.9004738845820130e-05 +7.8883969094548739e-06 -1.5500853649616086e-04 -1.8074076543973371e-04 
+7.9999999999999993e-01 +1.9020056649126830e-05 +7.9019123183994503e-06 -1.5436784001400579e-04 -1.9724621163327811e-04 
+8.9999999999999991e-01 +1.9035389964280536e-05 +7.9159590584242682e-06 -1.5373156637596254e-04 -2.3196422937947917e-04 
+9.9999999999999989e-01 +1.9050739325668122e-05 +7.9303256393054634e-06 -1.5313669624396605e-04 -2.8051386509752679e-04 
+1.0999999999999999e+00 +1.9066105188247090e-05 +7.9447801984351396e-06 -1.5261594349869452e-04 -3.3724728398765066e-04 
+1.2000000000000000e+00 +1.9081487907849721e-05 +7.9590846587566772e-06 -1.5219649819980111e-04 -3.9592045798827498e-04 
+1.3000000000000000e+00 +1.9096887881839148e-05 +7.9729801777661948e-06 -1.5190776855971905e-04 -4.4900541345650708e-04 
+1.4000000000000001e+00 +1.9112305425865323e-05 +7.9862749766803072e-06 -1.5177599094513109e-04 -4.9165071793143332e-04 
+1.5000000000000002e+00 +1.9127740517735492e-05 +7.9989208285357453e-06 -1.5180417676104570e-04 -5.2303068140150170e-04 
+1.6000000000000003e+00 +1.9143192931197293e-05 +8.0109630105434397e-06 -1.5197793731687911e-04 -5.4313828147127020e-04 
+1.7000000000000004e+00 +1.9158662409159570e-05 +8.0225339725774976e-06 -1.5228249323587123e-04 -5.5430871528055906e-04 
+1.8000000000000005e+00 +1.9174148698283931e-05 +8.0338133873624713e-06 -1.5270432561363686e-04 -5.6065343633289303e-04 
