# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 +5.6427366487485650e-05 +3.4951686559539429e-05 -8.3358930677303821e-04 -3.0634649512473740e-03 
+1.0000000000000001e-01 +5.6504752628553440e-05 +3.4995810279996270e-05 -8.3526660531547307e-04 -2.7304370677606231e-03 
+2.0000000000000001e-01 +5.6582204501367474e-05 +3.5040516048017174e-05 -8.3596383952886679e-04 -2.3455938355569053e-03 
+3.0000000000000004e-01 +5.6659722248694900e-05 +3.5087587171115194e-05 -8.3564285988771631e-04 -1.9648938333258017e-03 
+4.0000000000000002e-01 +5.6737306811681003e-05 +3.5138380918562549e-05 -8.3430452395175775e-04 -1.6265952830500545e-03 
+5.0000000000000000e-01 +5.6814960778684498e-05 +3.5193753803288961e-05 -8.3208823766122765e-04 -1.3645757564747665e-03 
+5.9999999999999998e-01 +5.6892687902957887e-05 +3.5254043852433083e-05 -8.2923713764280625e-04 -1.2101734562432204e-03 
+6.9999999999999996e-01 +5.6970492020949101e-05 +3.5319050315511359e-05 -8.2599059035830789e-04 -1.1791872891187924e-03 
+7.9999999999999993e-01 +5.7048376478217782e-05 +3.5387958902459415e-05 -8.2256606075009500e-04 -1.2641871721164996e-03 
+8.9999999999999991e-01 +5.7126344359474023e-05 +3.5459719048350871e-05 -8.1917195854784304e-04 -1.4470558487602861e-03 
+9.9999999999999989e-01 +5.7204398564322472e-05 +3.5533187381496855e-05 -8.1600759009153596e-04 -1.7037576056660138e-03 
+1.0999999999999999e+00 +5.7282541558292675e-05 +3.5607109186021396e-05 -8.1324896872195002e-04 -2.0033407030252779e-03 
+1.2000000000000000e+00 +5.7360775254733768e-05 +3.5680195702265886e-05 -8.1104135946638621e-04 -2.3115992382048167e-03 
+1.3000000000000000e+00 +5.7439101778089832e-05 +3.5751047301958429e-05 -8.0954131002628697e-04 -2.5874424820351819e-03 
+1.4000000000000001e+00 +5.7517522807738777e-05 +3.5818626039124568e-05 -8.0888805853412938e-04 -2.8042057483685730e-03 
+1.5000000000000002e+00 +5.7596038203763865e-05 +3.5882670036333200e-05 -8.0909629716467647e-04 -2.9571197436134601e-03 
+1.6000000000000003e+00 +5.7674646722004336e-05 +3.5943428916605952e-05 -8.1008780858205670e-04 -3.0463005210960587e-03 
+1.7000000000000004e+00 +5.7753346947643244e-05 +3.6001619830935441e-05 -8.1178286397739390e-04 -3.0844735897938382e-03 
+1.8000000000000005e+00 +5.7832137480564779e-05 +3.6058212827773633e-05 -8.1410809542767923e-04 -3.0939857933921402e-03 
+1.9000000000000006e+00 +5.7911016682390747e-05 +3.6114166799745376e-05 -8.1696950600273946e-04 -3.0998411413256472e-03 
+2.0000000000000004e+00 +5.7989982667972062e-05 +3.6170339539908418e-05 -8.2026051226590630e-04 -3.1241380518860873e-03 
+2.1000000000000005e+00 +5.8069033587655209e-05 +3.6227607528074937e-05 -8.2387597978884734e-04 -3.1913312017672149e-03 
+2.2000000000000006e+00 +5.8148167846716011e-05 +3.6286877871728786e-05 -8.2772431071197021e-04 -3.3287448841189250e-03 
+2.3000000000000007e+00 +5.8227383247678361e-05 +3.6349268189204264e-05 -8.3168065453723182e-04 -3.5750375887123073e-03 
+2.4000000000000008e+00 +5.8306677591540006e-05 +3.6415668704396458e-05 -8.3561163676485666e-04 -3.9601322786840124e-03 
+2.5000000000000009e+00 +5.8386050400618059e-05 +3.6485927576469688e-05 -8.3946174952178622e-04 -4.4694964512563577e-03 
+2.6000000000000010e+00 +5.8465501903625360e-05 +3.6559320867650043e-05 -8.4320741627000176e-04 -5.0686157094967758e-03 
+2.7000000000000011e+00 +5.8545032503876085e-05 +3.6634688895859440e-05 -8.4682806826312149e-04 -5.7118503883546350e-03 
+2.8000000000000012e+00 +5.8624642923174232e-05 +3.6710938260835704e-05 -8.5029676206616327e-04 -6.3592948462266076e-03 
+2.9000000000000012e+00 +5.8704334061432338e-05 +3.6787052928466120e-05 -8.5359535598671132e-04 -6.9722641712904269e-03 
+3.0000000000000013e+00 +5.8784106770694416e-05 +3.6861943075120524e-05 -8.5670661491651662e-04 -7.5077384639202242e-03 
+3.1000000000000014e+00 +5.8863961813787315e-05 +3.6934466572530017e-05 -8.5961113521333600e-04 -7.9195638860511276e-03 
