# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] 
+0.0000000000000000e+00 -3.9934761637436868e-04 +6.9173306748334651e-07 +2.6912917831790608e-03 -1.1334198604747703e+00 
+1.0000000000000001e-01 -3.9934762449133856e-04 +6.2050915009672108e-07 +2.7360780320507807e-03 -1.1334608311669661e+00 
+2.0000000000000001e-01 -3.9934763170251916e-04 +5.4806595459016327e-07 +2.7808743146040490e-03 -1.1334984781423301e+00 
+3.0000000000000004e-01 -3.9934763799022823e-04 +4.7440487848163715e-07 +2.8256802100680924e-03 -1.1335329416762145e+00 
+4.0000000000000002e-01 -3.9934764333678135e-04 +3.9952731920515926e-07 +2.8704952975101708e-03 -1.1335643620383911e+00 
+5.0000000000000000e-01 -3.9934764772449604e-04 +3.2343467422777287e-07 +2.9153191561672241e-03 -1.1335928795035144e+00 
+5.9999999999999998e-01 -3.9934765113568897e-04 +2.4612834136040681e-07 +2.9601513651990635e-03 -1.1336186343612329e+00 
+6.9999999999999996e-01 -3.9934765355267648e-04 +1.6760971778902488e-07 +3.0049915037655022e-03 -1.1336417668745205e+00 
+7.9999999999999993e-01 -3.9934765495777490e-04 +8.7880201354864458e-08 +3.0498391510340645e-03 -1.1336624173349441e+00 
+8.9999999999999991e-01 -3.9934765533330014e-04 +6.9411896135600313e-09 +3.0946938861337128e-03 -1.1336807260234338e+00 
+9.9999999999999989e-01 -3.9934765466156827e-04 -7.5205919844151317e-08 +3.1395552882396843e-03 -1.1336968332235402e+00 
+1.0999999999999999e+00 -3.9934765292489480e-04 -1.5855972939284738e-07 +3.1844229364655164e-03 -1.1337108792196813e+00 
+1.2000000000000000e+00 -3.9934765010559586e-04 -2.4311884150217153e-07 +3.2292964099941580e-03 -1.1337230042933133e+00 
+1.3000000000000000e+00 -3.9934764618598676e-04 -3.2888185851858865e-07 +3.2741752879468593e-03 -1.1337333487312986e+00 
+1.4000000000000001e+00 -3.9934764114838269e-04 -4.1584738265802706e-07 +3.3190591494525819e-03 -1.1337420528295634e+00 
+1.5000000000000002e+00 -3.9934763497509891e-04 -5.0401401633200174e-07 +3.3639475736557127e-03 -1.1337492568721812e+00 
+1.6000000000000003e+00 -3.9934762764845034e-04 -5.9338036195131744e-07 +3.4088401396775007e-03 -1.1337551011484559e+00 
+1.7000000000000004e+00 -3.9934761915075197e-04 -6.8394502174380628e-07 +3.4537364266391955e-03 -1.1337597259516985e+00 
+1.8000000000000005e+00 -3.9934760946431868e-04 -7.7570659802266157e-07 +3.4986360136851839e-03 -1.1337632715753991e+00 
+1.9000000000000006e+00 -3.9934759857146430e-04 -8.6866369318948365e-07 +3.5435384798904396e-03 -1.1337658783085138e+00 
+2.0000000000000004e+00 -3.9934758645450359e-04 -9.6281490924344944e-07 +3.5884434043839241e-03 -1.1337676864610928e+00 
+2.1000000000000005e+00 -3.9934757309575129e-04 -1.0581588486000368e-06 +3.6333503663100244e-03 -1.1337688363217453e+00 
+2.2000000000000006e+00 -3.9934755847752034e-04 -1.1546941137259302e-06 +3.6782589447128633e-03 -1.1337694681766359e+00 
+2.3000000000000007e+00 -3.9934754258212570e-04 -1.2524193063615382e-06 +3.7231687187445407e-03 -1.1337697223527317e+00 
+2.4000000000000008e+00 -3.9934752539188043e-04 -1.3513330292709543e-06 +3.7680792674723170e-03 -1.1337697391229500e+00 
+2.5000000000000009e+00 -3.9934750688910814e-04 -1.4514338909862133e-06 +3.8129901720535785e-03 -1.1337696581301013e+00 
+2.6000000000000010e+00 -3.9934748705684617e-04 -1.5527209970250205e-06 +3.8579011623993942e-03 -1.1337695693744700e+00 
+2.7000000000000011e+00 -3.9934746587931693e-04 -1.6551942746945262e-06 +3.9028122152947181e-03 -1.1337694806267673e+00 
+2.8000000000000012e+00 -3.9934744334085365e-04 -1.7588537294658342e-06 +3.9477233307087002e-03 -1.1337693918744449e+00 
+2.9000000000000012e+00 -3.9934741942578949e-04 -1.8636993663472825e-06 +3.9926345086413392e-03 -1.1337693031281417e+00 
+3.0000000000000013e+00 -3.9934739411845796e-04 -1.9697311908283612e-06 +4.0375457491003495e-03 -1.1337692143760072e+00 
+3.1000000000000014e+00 -3.9934736740319184e-04 -2.0769492080683091e-06 +4.0824570520780167e-03 -1.1337691256225817e+00 
+3.2000000000000015e+00 -3.9934733926409244e-04 -2.1853535843115765e-06 +4.1273683692238036e-03 -1.1337690207526745e+00 
+3.3000000000000016e+00 -3.9934730968313096e-04 -2.2949459649222877e-06 +4.1722792085638451e-03 -1.1337687357670625e+00 
+3.4000000000000017e+00 -3.9934727864113386e-04 -2.4057287895363263e-06 +4.2171888397497222e-03 -1.1337680272246677e+00 
+3.5000000000000018e+00 -3.9934724611891755e-04 -2.5177045053257758e-06 +4.2620965301886343e-03 -1.1337666509277109e+00 
+3.6000000000000019e+00 -3.9934721209729831e-04 -2.6308755596330272e-06 +4.3070015472877841e-03 -1.1337643626660328e+00 
+3.7000000000000020e+00 -3.9934717655709092e-04 -2.7452443998213562e-06 +4.3519031583695335e-03 -1.1337609182289503e+00 
+3.8000000000000020e+00 -3.9934713947911146e-04 -2.8608134730678027e-06 +4.3968006308410836e-03 -1.1337560734162424e+00 
+3.9000000000000021e+00 -3.9934710084417512e-04 -2.9775852268572991e-06 +4.4416932320633590e-03 -1.1337495840060654e+00 
+4.0000000000000018e+00 -3.9934706063309656e-04 -3.0955621086673174e-06 +4.4865802293587234e-03 -1.1337412057802387e+00 
+4.1000000000000014e+00 -3.9934701882669149e-04 -3.2147465655594836e-06 +4.5314608901189518e-03 -1.1337306945385364e+00 
+4.2000000000000011e+00 -3.9934697540577440e-04 -3.3351410453491467e-06 +4.5763344816741203e-03 -1.1337178060409845e+00 
+4.3000000000000007e+00 -3.9934693035115925e-04 -3.4567479952560936e-06 +4.6212002713234513e-03 -1.1337022960793368e+00 
+4.4000000000000004e+00 -3.9934730395690536e-04 -3.8714540599235213e-06 +4.7536227855759141e-03 -1.1044955007140294e+00 
+4.5000000000000000e+00 -3.9934989453772212e-04 -5.8281046701847298e-06 +5.3482541867188654e-03 -9.2121287738759172e-01 
+4.5999999999999996e+00 -3.9935210827628714e-04 -6.2903940999391425e-06 +6.1946322758137827e-03 -7.5551974102900232e-01 
